carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
EK,Italy,Australia,3,15,3
LA,Ecuador,Peru,0,1,0
EK,China,Italy,0,0,0
QR,United Arab Emirates,,0,0,0
U2,Portugal,Italy,66,11,65
U2,Italy,Croatia,64,25,63
UA,Italy,,10,6,10
VJ,Indonesia,India,0,1,0
DX,Italy,Italy,0,101,0
LA,Chile,Argentina,2,3,2
AK,Malaysia,Cambodia,0,6,0
AF,Italy,Brazil,9,23,9
AZ,Italy,Switzerland,12,21,12
ET,Italy,Kenya,11,11,11
KL,Italy,Faroe Islands,0,6,0
JU,Serbia,Italy,8,4,8
AZ,Italy,Germany,29,80,29
QR,Tanzania,Italy,0,0,0
FR,Belgium,Italy,44,53,44
KL,Italy,Ecuador,12,14,12
KE,Netherlands,Australia,0,0,0
BA,Italy,Mexico,7,6,7
V7,Italy,France,134,88,133
LO,Italy,,2,3,2
AH,Algeria,France,0,0,0
AZ,Italy,Argentina,10,76,10
BR,Thailand,Italy,0,0,0
FR,Spain,Spain,69,75,68
UL,Saudi Arabia,Sri Lanka,1,2,1
LA,Chile,Italy,3,11,3
AI,India,Saudi Arabia,0,0,0
IB,Italy,Peru,35,34,35
UX,Italy,Paraguay,0,6,0
IB,France,Spain,4,8,4
KU,Italy,Philippines,2,24,2
UG,Tunisia,Tunisia,0,2,0
NT,Portugal,Portugal,0,0,0
JU,Serbia,Hungary,0,0,0
NT,Spain,Western Sahara,0,0,0
ET,Madagascar,Italy,0,2,0
JU,Italy,Hungary,0,0,0
ME,Italy,Lebanon,1,11,1
SK,Lithuania,Germany,2,9,2
YW,Italy,Germany,0,0,0
GF,Bahrain,India,0,0,0
ET,Mozambique,Italy,0,0,0
JU,Spain,Turkey,0,0,0
AZ,Argentina,,0,2,0
UX,Italy,Spain,5,20,5
LA,Peru,Colombia,0,2,0
W6,Italy,Spain,59,294,58
CA,Japan,Italy,0,5,0
EW,Germany,Italy,123,110,122
BA,United Kingdom,Morocco,0,0,0
KE,Australia,Italy,0,0,0
ET,Ethiopia,Belgium,0,1,0
EK,Italy,United States,65,20,64
UA,Italy,Canada,1,0,1
ID,Indonesia,Italy,0,0,0
UP,United States,The Bahamas,0,3,0
SQ,Indonesia,Italy,24,9,24
SQ,Italy,Thailand,4,6,4
KL,Italy,,10,47,10
UX,Switzerland,Brazil,0,0,0
W6,Italy,Bulgaria,13,38,13
IB,France,Italy,0,1,0
EY,Italy,Saudi Arabia,2,1,2
FR,Luxembourg,Spain,0,3,0
EY,India,United Arab Emirates,0,2,0
LA,Brazil,Brazil,5,14,5
TK,Italy,Ivory Coast,0,8,0
LX,France,Brazil,0,5,0
QR,Germany,Australia,0,3,0
TK,Argentina,Italy,0,0,0
BA,Italy,Japan,0,0,0
AZ,Italy,Egypt,11,48,11
GF,United Arab Emirates,Bahrain,0,1,0
AZ,Italy,Israel,0,5,0
SN,Italy,,0,1,0
QR,Italy,India,2,10,2
HC,Senegal,Senegal,0,5,0
MS,Ethiopia,Netherlands,0,2,0
FR,Italy,Republic of Ireland,146,206,145
CY,Greece,Lebanon,0,0,0
KU,Italy,Thailand,0,4,0
QR,Italy,Thailand,24,62,24
FR,Belgium,Malta,1,0,1
LA,Peru,Peru,2,10,2
FR,Italy,Cyprus,31,78,31
TK,Germany,Israel,1,0,1
FR,Malta,Italy,32,50,32
QR,Italy,Maldives,21,35,21
ET,Ethiopia,Djibouti,0,0,0
W6,Italy,Greece,160,279,158
FR,Italy,Jordan,23,36,23
FR,Italy,Slovakia,9,17,9
AF,Italy,Mauritius,1,8,1
MU,Italy,Indonesia,0,1,0
QR,Italy,South Africa,4,1,4
VY,Italy,France,258,121,255
TP,Italy,Brazil,88,189,87
AS,United States,United States,0,26,0
NO,Dominican Republic,Italy,2,3,2
TP,Portugal,Italy,28,31,28
GF,Italy,Philippines,0,20,0
NO,Italy,India,1,0,1
FR,United Kingdom,Italy,212,170,210
SQ,Italy,Philippines,1,4,1
LH,Croatia,Italy,0,2,0
QR,Italy,Senegal,0,0,0
A3,Italy,Turkey,0,3,0
OB,Argentina,Peru,0,0,0
GF,Italy,Maldives,0,3,0
FR,Italy,Romania,134,248,133
FR,Poland,Italy,27,55,27
AZ,Italy,Belgium,10,44,10
AC,Italy,United States,20,16,20
U2,Italy,Switzerland,43,6,43
BA,Republic of Ireland,Japan,0,0,0
EW,Italy,Germany,177,153,175
QR,Italy,New Zealand,0,5,0
AZ,Italy,Brazil,7,50,7
FR,Romania,Italy,40,48,40
EY,Thailand,Italy,3,9,3
TU,Italy,Tunisia,0,85,0
UX,Italy,Mexico,0,12,0
OS,Italy,Canada,0,3,0
BA,Italy,United Kingdom,94,70,93
QR,Switzerland,United Arab Emirates,0,0,0
AF,Portugal,Mexico,0,0,0
TK,Italy,India,7,4,7
KU,India,Italy,0,5,0
KU,Kuwait,Italy,0,0,0
LA,Brazil,Italy,17,70,17
MS,Italy,Japan,0,4,0
EY,Australia,Italy,1,6,1
UX,United States,Italy,0,1,0
CA,China,Italy,2,7,2
TK,Portugal,Singapore,0,0,0
UX,Italy,Dominican Republic,14,31,14
LH,Italy,Guatemala,0,4,0
FR,Finland,Italy,3,2,3
FR,Netherlands,Republic of Ireland,6,1,6
EK,Ethiopia,Netherlands,0,0,0
V7,Spain,Spain,0,3,0
JU,Italy,Egypt,0,0,0
TK,Italy,Malaysia,1,7,1
QR,South Africa,Italy,0,0,0
MS,Egypt,Italy,0,56,0
QR,Pakistan,Turkey,0,0,0
AR,Argentina,Argentina,0,6,0
FR,Italy,Croatia,93,170,92
KL,Canada,Italy,0,0,0
FR,Italy,Bulgaria,23,103,23
GF,Italy,India,0,6,0
VY,Spain,Spain,88,37,87
IB,Italy,Morocco,1,5,1
JL,Singapore,United States,0,0,0
QR,Italy,Qatar,2,5,2
OM,Turkey,Mongolia,0,1,0
WY,Australia,Italy,0,0,0
IB,Peru,Italy,4,5,4
JU,Switzerland,Italy,0,0,0
AZ,Italy,Spain,26,185,26
IB,Italy,Brazil,0,0,0
AF,Italy,Mexico,14,14,14
QR,Italy,Pakistan,0,6,0
LO,Italy,Japan,0,4,0
AZ,India,Italy,0,1,0
CM,Brazil,Guadeloupe,0,1,0
LA,Italy,Argentina,2,7,2
LA,Italy,Chile,0,16,0
W6,Italy,Czech Republic,105,95,104
HY,Azerbaijan,Uzbekistan,0,0,0
GF,Bangladesh,Italy,0,0,0
LH,Italy,Egypt,4,23,4
AZ,Egypt,Italy,5,11,5
FR,Italy,Norway,12,37,12
EW,Republic of Kosovo,Germany,0,0,0
AC,Canada,Italy,3,9,3
EY,Italy,Sri Lanka,3,6,3
ET,Mali,Italy,0,0,0
W6,Italy,Hungary,84,65,83
LH,Italy,Canada,5,15,5
EY,Italy,Thailand,19,14,19
AC,United States,Italy,0,2,0
EY,Italy,Singapore,7,6,7
FR,Portugal,Italy,68,96,67
EY,Austria,Philippines,0,0,0
GQ,Greece,Greece,13,36,13
AF,Switzerland,Brazil,0,2,0
FR,Denmark,Italy,29,36,29
LA,Germany,Brazil,0,2,0
AM,Netherlands,El Salvador,0,1,0
U2,Italy,France,822,120,814
AY,Italy,United States,41,145,41
U2,Italy,Netherlands,330,51,327
FR,Italy,Denmark,138,205,137
SM,Italy,Qatar,0,0,0
PR,Philippines,Philippines,10,8,10
TK,United Kingdom,,0,0,0
TP,Portugal,Portugal,3,2,3
SQ,Italy,Indonesia,1,2,1
LO,Czech Republic,Spain,0,1,0
FR,Czech Republic,Italy,30,23,30
AY,Finland,Germany,2,0,2
OD,Malaysia,Indonesia,0,3,0
KL,Germany,,0,1,0
IB,Cuba,Italy,2,2,2
AZ,Italy,Philippines,0,6,0
VY,Czech Republic,France,2,0,2
EK,Italy,Saudi Arabia,0,1,0
SV,Saudi Arabia,United Arab Emirates,2,0,2
EK,Singapore,Italy,1,0,1
WY,Italy,India,0,1,0
TK,Spain,India,1,0,1
UK,United Arab Emirates,Thailand,0,1,0
IB,Spain,,1,0,1
KM,Spain,Italy,0,1,0
GF,Italy,Thailand,0,40,0
AD,Italy,Brazil,0,9,0
LX,Italy,Turkey,2,0,2
IB,Netherlands,Italy,0,4,0
MS,Italy,Bangladesh,0,6,0
FZ,Turkey,United Arab Emirates,4,1,4
IU,Indonesia,Indonesia,0,10,0
AK,Malaysia,Indonesia,0,13,0
LX,Italy,Costa Rica,0,1,0
TU,Tunisia,France,0,3,0
LH,Portugal,Italy,2,0,2
V7,Italy,Romania,0,4,0
FR,Greece,Cyprus,1,0,1
W6,Spain,Poland,1,0,1
FR,United Kingdom,Spain,7,7,7
FR,Malta,Belgium,1,2,1
A2,Greece,Romania,0,1,0
EY,Italy,United Arab Emirates,44,2,44
TK,Singapore,Italy,3,1,3
V7,Italy,,0,8,0
KL,Italy,Nigeria,0,5,0
2B,Italy,Uzbekistan,0,1,0
I2,Netherlands,Spain,2,0,2
W6,Germany,Hungary,1,1,1
LX,France,Italy,1,0,1
EK,Bangladesh,Italy,1,0,1
OU,Italy,Croatia,2,8,2
B6,United States,,0,4,0
W6,Estonia,Italy,1,1,1
EY,Italy,Australia,1,6,1
SK,Poland,Italy,3,0,3
FZ,Kazakhstan,United Arab Emirates,1,0,1
VB,United States,Mexico,0,1,0
UL,Sri Lanka,Maldives,5,0,5
ID,Indonesia,Indonesia,0,9,0
W6,Italy,Saudi Arabia,47,33,47
LH,Italy,France,40,14,40
W4,Italy,United Arab Emirates,0,2,0
W6,Slovenia,United Kingdom,0,1,0
TR,Indonesia,Italy,0,3,0
FZ,United Arab Emirates,Kuwait,1,0,1
A3,Italy,Czech Republic,0,1,0
LS,Italy,Morocco,0,2,0
UA,Cuba,Nicaragua,0,1,0
LS,Italy,United Kingdom,35,32,35
W6,Serbia,Italy,4,6,4
SV,Singapore,Tunisia,1,0,1
MS,Italy,Ethiopia,0,3,0
LX,Italy,India,1,0,1
KM,Italy,Denmark,0,1,0
VY,United Kingdom,Spain,1,0,1
OS,Switzerland,Germany,0,1,0
HX,Hong Kong,Thailand,1,0,1
CD,Netherlands,Spain,0,1,0
D7,Indonesia,Malaysia,0,2,0
FZ,Italy,Tanzania,2,9,2
W6,Italy,Philippines,0,11,0
FR,Spain,Netherlands,0,1,0
LH,Italy,Malta,2,4,2
T6,Philippines,Philippines,0,1,0
SK,Norway,Denmark,1,0,1
BX,South Korea,Japan,0,1,0
PC,Turkey,Armenia,0,1,0
FR,Italy,Tanzania,0,4,0
LH,Germany,Kenya,0,1,0
AM,Italy,Peru,0,1,0
LO,Poland,Poland,1,3,1
SN,Sweden,France,1,0,1
VJ,Australia,Thailand,0,1,0
KM,Belgium,Malta,0,1,0
KL,Netherlands,Italy,19,19,19
7C,Japan,,0,1,0
AV,El Salvador,Spain,0,2,0
AT,Italy,United States,1,1,1
AZ,Italy,Puerto Rico,0,1,0
KU,Spain,Philippines,0,2,0
KL,Netherlands,Czech Republic,0,2,0
KL,Italy,Tanzania,0,1,0
SV,Tunisia,,0,1,0
UA,United States,Mexico,1,0,1
W4,Iceland,Italy,5,3,5
KE,Italy,South Korea,8,4,8
AF,Italy,Czech Republic,1,0,1
AM,Colombia,Italy,0,8,0
6E,India,,0,3,0
TK,Italy,Japan,2,10,2
TK,Lebanon,Italy,0,1,0
E5,Egypt,Italy,10,5,10
G3,Argentina,Brazil,0,1,0
FZ,Maldives,Sri Lanka,1,0,1
AK,Vietnam,Sri Lanka,0,6,0
AF,France,Mexico,2,0,2
AF,Italy,El Salvador,0,3,0
EK,Germany,,0,8,0
ET,Kenya,Italy,1,0,1
TK,Italy,Australia,0,5,0
LH,Israel,Sweden,1,1,1
W6,Hungary,Greece,1,0,1
MS,Italy,China,0,12,0
LH,Italy,Nigeria,5,2,5
W4,Italy,Portugal,1,7,1
TU,France,Tunisia,0,12,0
EW,Italy,Sweden,6,11,6
OS,Italy,Netherlands,0,3,0
KM,Italy,Germany,0,3,0
B9,Iran,United Arab Emirates,0,1,0
AM,Peru,Spain,0,1,0
TK,Slovenia,Oman,0,3,0
U2,France,Jordan,0,1,0
KM,Italy,Greece,0,10,0
LH,Italy,Iran,1,0,1
FB,Bulgaria,Italy,0,6,0
AT,Italy,Ivory Coast,1,1,1
FR,France,Romania,1,2,1
LH,Serbia,Italy,1,1,1
UA,Italy,Guatemala,2,2,2
U2,Italy,Republic of Ireland,0,1,0
6E,Italy,Nepal,0,1,0
VS,France,United States,0,1,0
OS,Austria,Japan,0,1,0
JU,Italy,Netherlands,0,1,0
FR,Germany,Portugal,0,1,0
PC,Italy,Belarus,0,1,0
KX,United States,Cayman Islands,0,1,0
FR,Czech Republic,Spain,1,0,1
AV,Brazil,Spain,1,0,1
AZ,Serbia,Italy,0,2,0
KU,Spain,India,0,2,0
W4,France,Italy,16,14,16
SN,Belgium,Italy,16,35,16
FR,Italy,Saudi Arabia,0,5,0
EK,Indonesia,Italy,7,0,7
G9,India,Italy,3,2,3
A3,France,Italy,0,1,0
KL,United Kingdom,Italy,6,0,6
KL,Argentina,Chile,1,0,1
LH,Italy,Mongolia,0,2,0
MU,Netherlands,China,0,1,0
IZ,Israel,France,0,2,0
TP,Belgium,Portugal,1,2,1
KM,United Kingdom,Italy,0,2,0
UX,Spain,Mexico,0,1,0
DL,United States,Mexico,2,0,2
U2,France,Italy,212,10,210
AF,Italy,Cuba,28,24,28
UX,Italy,Argentina,8,12,8
BT,Italy,Latvia,17,4,17
LH,Italy,Colombia,6,5,6
TP,Italy,Mexico,5,10,5
SV,Italy,Australia,0,2,0
A3,Italy,Armenia,1,0,1
QR,Switzerland,Philippines,0,1,0
VZ,Thailand,,0,2,0
TK,China,Turkey,1,0,1
TU,Germany,Tunisia,0,1,0
ET,Italy,Mozambique,0,1,0
SS,Saint Barthélemy,Greece,0,1,0
EK,United States,Italy,2,5,2
EK,Italy,Bangladesh,0,2,0
LX,Italy,Belgium,1,1,1
5J,Hong Kong,Turkey,0,1,0
TP,Venezuela,Italy,0,1,0
TR,Singapore,Taiwan,1,0,1
TR,Hong Kong,Australia,1,0,1
PC,Turkey,Kyrgyzstan,1,0,1
TK,Italy,Hong Kong,1,0,1
W4,Italy,Denmark,0,2,0
TK,Italy,Maldives,6,1,6
VY,United States,Italy,4,6,4
AT,Italy,Burkina Faso,0,5,0
LA,Italy,Peru,6,4,6
NO,Italy,Tanzania,3,0,3
LA,Spain,Peru,0,1,0
PR,Philippines,Indonesia,1,1,1
U2,Spain,Germany,0,2,0
TK,Sweden,Italy,0,1,0
FH,Italy,Turkey,0,1,0
OK,Italy,Czech Republic,0,1,0
EN,Italy,France,0,1,0
PC,Switzerland,Turkey,1,4,1
EK,South Africa,Italy,1,1,1
JU,Croatia,Italy,1,0,1
LX,Italy,Spain,2,13,2
G9,Italy,Kenya,1,2,1
TK,France,Turkey,5,6,5
AF,France,Thailand,2,9,2
W4,Italy,Kazakhstan,0,1,0
KL,Mexico,Netherlands,1,0,1
LH,Slovenia,Canada,0,1,0
LH,Italy,Oman,3,2,3
EY,Switzerland,Seychelles,0,1,0
GF,Italy,Bangladesh,0,1,0
TK,India,United Kingdom,0,1,0
FZ,Iraq,Italy,0,1,0
SK,Italy,Cambodia,0,1,0
A3,Greece,Switzerland,0,1,0
G9,Italy,Nepal,2,2,2
LA,Peru,Italy,0,7,0
2B,Italy,Turkey,0,1,0
KL,France,Italy,1,0,1
SK,France,Norway,0,1,0
KL,Indonesia,Singapore,1,0,1
W6,Cyprus,Serbia,1,0,1
AH,Niger,Italy,0,2,0
LH,Germany,Tunisia,2,0,2
XY,United Arab Emirates,Italy,0,1,0
PC,Italy,Iraq,0,2,0
BR,Italy,Australia,0,1,0
W4,Albania,Germany,1,1,1
TK,Greece,Turkey,0,2,0
MS,Italy,Ghana,0,1,0
LX,Switzerland,Brazil,0,5,0
W4,Morocco,Italy,8,1,8
CA,Singapore,Italy,0,3,0
UX,Argentina,Italy,2,2,2
TG,France,Thailand,1,0,1
GA,Indonesia,Indonesia,0,5,0
BT,Latvia,Czech Republic,1,0,1
QR,Austria,Maldives,1,0,1
QZ,Indonesia,Thailand,0,1,0
SQ,Japan,Italy,1,1,1
TP,Italy,Portugal,53,228,52
LH,United Kingdom,Italy,5,1,5
U2,Spain,Switzerland,7,0,7
PC,Kyrgyzstan,Italy,1,0,1
BA,United Kingdom,United States,5,1,5
OS,Italy,Croatia,2,3,2
U2,Portugal,Switzerland,4,0,4
EY,Italy,Malaysia,3,11,3
LX,Italy,Paraguay,0,1,0
WF,Italy,Norway,0,1,0
W9,United Kingdom,Romania,1,0,1
UK,India,Thailand,0,1,0
BA,Germany,,0,1,0
TK,Germany,Turkey,1,1,1
LO,Italy,Canada,0,1,0
PC,Turkey,Israel,2,0,2
V7,Italy,Morocco,0,3,0
G9,Italy,Oman,0,2,0
AZ,Italy,Serbia,0,3,0
AV,United States,Colombia,1,2,1
AZ,Italy,Honduras,0,2,0
AF,France,Spain,2,2,2
AF,France,Morocco,1,0,1
TP,France,Canada,1,0,1
AT,Mauritania,Morocco,0,2,0
KC,Kazakhstan,Kazakhstan,1,0,1
AF,Italy,Saint Barthélemy,0,1,0
FR,Bulgaria,Italy,5,18,5
PC,Iraq,Italy,0,7,0
FR,Austria,Portugal,0,1,0
VA,Australia,Italy,4,0,4
DY,Norway,Denmark,0,1,0
PC,Italy,Pakistan,2,0,2
AR,Italy,Chile,0,2,0
SK,Italy,Canada,1,1,1
EW,Denmark,Italy,0,1,0
A3,Georgia,Italy,0,1,0
TK,France,,0,1,0
AM,Italy,Nicaragua,0,1,0
DM,Colombia,Spain,0,1,0
3L,United Arab Emirates,Egypt,0,1,0
AC,Canada,United States,1,3,1
HC,Cape Verde,Italy,0,1,0
WO,Cuba,Canada,2,0,2
J9,Bahrain,Kuwait,1,0,1
W6,Belgium,Albania,0,1,0
QS,Czech Republic,Egypt,0,1,0
UX,Mexico,Spain,1,0,1
AZ,Italy,South Korea,0,10,0
TK,Germany,Tunisia,0,3,0
U2,Italy,Iceland,17,6,17
TP,Netherlands,Portugal,2,3,2
UX,Dominican Republic,Italy,0,13,0
U2,Italy,Colombia,0,1,0
OS,Greece,Austria,1,0,1
AF,Italy,Tunisia,0,1,0
EK,United Arab Emirates,Singapore,0,1,0
TP,Senegal,Italy,0,3,0
HV,Germany,France,1,0,1
LH,Germany,France,1,1,1
HV,France,Czech Republic,1,0,1
LO,Japan,Spain,0,1,0
EK,Turkey,Italy,0,1,0
FR,Italy,Cuba,0,17,0
SV,Italy,Malaysia,0,18,0
AY,Japan,Italy,2,0,2
LX,Switzerland,Spain,2,4,2
U2,Portugal,Spain,1,2,1
W4,Romania,France,2,1,2
AF,Canada,Italy,1,2,1
FR,Belgium,Portugal,0,1,0
KL,Italy,Puerto Rico,0,2,0
QR,Italy,Bangladesh,0,2,0
FR,Romania,Belgium,1,2,1
TK,Italy,Sri Lanka,0,1,0
P4,Nigeria,Nigeria,0,1,0
LH,Italy,Bolivia,0,1,0
FB,Bulgaria,Bulgaria,0,1,0
KL,Italy,United Kingdom,14,1,14
OM,Germany,Japan,0,4,0
QZ,Indonesia,Singapore,0,2,0
UA,Australia,Chile,1,0,1
W6,Uzbekistan,Italy,0,1,0
AZ,Germany,,0,1,0
NH,Japan,,0,1,0
VY,Spain,Republic of Ireland,0,1,0
AA,United States,Dominican Republic,1,0,1
AZ,Netherlands,Italy,11,11,11
3O,Morocco,Italy,50,22,50
DY,Norway,Spain,0,2,0
JZ,Peru,Peru,1,2,1
AY,Germany,Finland,5,0,5
LH,Italy,Hungary,8,5,8
LH,Italy,The Bahamas,0,1,0
6E,India,India,11,10,11
EK,Switzerland,Indonesia,1,0,1
SV,Kuwait,Malaysia,0,1,0
EY,Switzerland,Thailand,0,1,0
OS,Italy,Greece,7,12,7
QR,Italy,Malaysia,8,7,8
H2,Peru,Italy,0,1,0
W6,Netherlands,Bulgaria,2,0,2
LY,Israel,United Arab Emirates,0,1,0
LX,Portugal,Italy,3,0,3
FR,Denmark,Spain,0,1,0
PC,Kyrgyzstan,,0,1,0
EW,United Kingdom,Germany,1,1,1
FR,Spain,Bosnia and Herzegovina,0,1,0
AF,Italy,Panama,3,2,3
W6,Albania,Italy,19,35,19
KL,Italy,Cuba,3,2,3
KL,Italy,Brazil,5,8,5
LH,Italy,Ivory Coast,0,1,0
NO,Cuba,Italy,0,1,0
NP,Egypt,Egypt,0,5,0
J2,Azerbaijan,Kazakhstan,0,1,0
AB,Australia,Australia,0,1,0
QR,Sri Lanka,Italy,1,0,1
EY,Spain,Sri Lanka,1,0,1
3S,Guadeloupe,Puerto Rico,0,1,0
LX,France,United Arab Emirates,0,1,0
W4,Germany,Italy,8,3,8
UX,Dominican Republic,Spain,1,2,1
G9,Italy,India,26,14,26
5W,United Arab Emirates,Egypt,1,0,1
BJ,Germany,Tunisia,2,11,2
LX,United Kingdom,Italy,1,2,1
W6,Lithuania,Italy,6,1,6
JU,Romania,Italy,2,0,2
DL,Spain,United States,1,0,1
A3,Germany,Greece,2,2,2
KQ,Italy,Tanzania,0,3,0
XZ,Italy,France,0,3,0
EY,Saudi Arabia,Indonesia,2,0,2
PR,China,Indonesia,0,2,0
TK,Bangladesh,Italy,0,2,0
LH,Italy,Italy,1,1,1
U2,Netherlands,Portugal,1,0,1
EI,Italy,Republic of Ireland,33,44,33
SV,Italy,Indonesia,1,26,1
KL,Brazil,Switzerland,0,1,0
WO,Cuba,,0,2,0
LO,Italy,China,0,3,0
FR,Sweden,Spain,0,4,0
6E,India,Maldives,1,0,1
DY,Finland,Italy,0,3,0
W4,Romania,Spain,1,0,1
IB,Italy,Singapore,0,1,0
TK,Italy,Cameroon,0,1,0
2Z,Brazil,Brazil,0,1,0
AZ,Italy,Iceland,0,1,0
XJ,Thailand,South Korea,0,1,0
TK,Slovenia,Uzbekistan,1,2,1
ET,Italy,Eritrea,1,0,1
CA,Vietnam,Italy,0,1,0
AY,Italy,Estonia,1,1,1
U2,Switzerland,Spain,2,6,2
AI,India,Italy,0,6,0
"",Cuba,Colombia,1,2,1
TP,Portugal,Brazil,2,3,2
